id,partical_id,source_x,source_y,dest_x,dest_y,Timestamp
66489,47,32,721,33,722,"2017-01-31 10:09:05"
66490,37,567,732,566,732,"2017-01-31 10:09:05"
66491,25,420,772,420,771,"2017-01-31 10:09:05"
66492,43,34,400,35,400,"2017-01-31 10:09:05"
66493,40,35,160,36,160,"2017-01-31 10:09:05"
66494,30,555,158,554,158,"2017-01-31 10:09:05"
66495,12,240,31,240,32,"2017-01-31 10:09:06"
66496,34,564,490,563,490,"2017-01-31 10:09:06"
66497,31,556,240,555,240,"2017-01-31 10:09:06"
66498,2,60,776,60,775,"2017-01-31 10:09:06"
66499,20,120,776,120,775,"2017-01-31 10:09:06"
66500,21,180,776,180,775,"2017-01-31 10:09:06"
66501,23,300,776,300,775,"2017-01-31 10:09:06"
66502,44,29,491,30,492,"2017-01-31 10:09:06"
66503,42,31,325,32,325,"2017-01-31 10:09:06"
66504,22,247,777,247,776,"2017-01-31 10:09:07"
66505,4,30,87,31,88,"2017-01-31 10:09:07"
66506,16,480,35,480,36,"2017-01-31 10:09:07"
66507,18,17,34,18,35,"2017-01-31 10:09:07"
66508,24,360,769,360,768,"2017-01-31 10:09:07"
66509,28,6,770,6,769,"2017-01-31 10:09:07"
66510,14,360,30,360,31,"2017-01-31 10:09:07"
66511,30,554,158,553,157,"2017-01-31 10:09:07"
66512,12,240,32,240,33,"2017-01-31 10:09:07"
66513,34,563,490,562,490,"2017-01-31 10:09:08"
66514,31,555,240,554,240,"2017-01-31 10:09:08"
66515,2,60,775,60,774,"2017-01-31 10:09:08"
66516,20,120,775,120,774,"2017-01-31 10:09:08"
66517,21,180,775,180,774,"2017-01-31 10:09:08"
66518,23,300,775,300,774,"2017-01-31 10:09:09"
66519,44,30,492,31,493,"2017-01-31 10:09:09"
66520,42,32,325,33,325,"2017-01-31 10:09:09"
66521,22,247,776,247,775,"2017-01-31 10:09:09"
66522,47,33,722,34,722,"2017-01-31 10:09:10"
66523,45,33,561,34,561,"2017-01-31 10:09:10"
66524,33,567,410,567,411,"2017-01-31 10:09:10"
66525,32,553,320,552,320,"2017-01-31 10:09:10"
66526,11,180,30,180,31,"2017-01-31 10:09:10"
66527,40,36,160,37,160,"2017-01-31 10:09:10"
66528,28,6,769,6,768,"2017-01-31 10:09:11"
66529,24,360,768,360,767,"2017-01-31 10:09:11"
66530,18,18,35,18,36,"2017-01-31 10:09:11"
66531,16,480,36,480,37,"2017-01-31 10:09:11"
66532,4,31,88,32,89,"2017-01-31 10:09:11"
66533,37,566,732,565,732,"2017-01-31 10:09:12"
66534,25,420,771,420,770,"2017-01-31 10:09:12"
66535,43,35,400,36,400,"2017-01-31 10:09:12"
66536,14,360,31,360,32,"2017-01-31 10:09:12"
66537,30,553,157,552,157,"2017-01-31 10:09:13"
66538,12,240,33,240,34,"2017-01-31 10:09:13"
66539,34,562,490,561,490,"2017-01-31 10:09:13"
66540,31,554,240,553,240,"2017-01-31 10:09:13"
66541,2,60,774,60,773,"2017-01-31 10:09:13"
66542,20,120,774,120,773,"2017-01-31 10:09:13"
66543,21,180,774,180,773,"2017-01-31 10:09:13"
66544,23,300,774,300,773,"2017-01-31 10:09:14"
66545,44,31,493,32,494,"2017-01-31 10:09:14"
66546,42,33,325,34,325,"2017-01-31 10:09:14"
66547,22,247,775,247,774,"2017-01-31 10:09:14"
66548,47,34,722,35,722,"2017-01-31 10:09:14"
66549,45,34,561,35,561,"2017-01-31 10:09:14"
66550,33,567,411,567,410,"2017-01-31 10:09:14"
66551,32,552,320,551,320,"2017-01-31 10:09:15"
66552,11,180,31,180,32,"2017-01-31 10:09:15"
66553,40,37,160,38,160,"2017-01-31 10:09:15"
66554,28,6,768,6,767,"2017-01-31 10:09:15"
66555,24,360,767,360,766,"2017-01-31 10:09:15"
66556,18,18,36,19,37,"2017-01-31 10:09:15"
66557,16,480,37,480,38,"2017-01-31 10:09:15"
66558,4,32,89,33,89,"2017-01-31 10:09:15"
66559,23,300,773,300,772,"2017-01-31 10:09:16"
66560,21,180,773,180,772,"2017-01-31 10:09:16"
66561,20,120,773,120,772,"2017-01-31 10:09:16"
66562,2,60,773,60,772,"2017-01-31 10:09:16"
66563,31,553,240,552,240,"2017-01-31 10:09:16"
66564,34,561,490,560,490,"2017-01-31 10:09:17"
66565,12,240,34,240,35,"2017-01-31 10:09:17"
66566,30,552,157,551,158,"2017-01-31 10:09:17"
66567,14,360,32,360,33,"2017-01-31 10:09:17"
66568,28,6,767,6,766,"2017-01-31 10:09:17"
66569,24,360,766,360,765,"2017-01-31 10:09:17"
66570,18,19,37,19,38,"2017-01-31 10:09:17"
66571,16,480,38,480,39,"2017-01-31 10:09:17"
66572,44,32,494,33,493,"2017-01-31 10:09:18"
66573,37,565,732,565,733,"2017-01-31 10:09:18"
66574,25,420,770,420,769,"2017-01-31 10:09:18"
66575,43,36,400,37,400,"2017-01-31 10:09:18"
66576,40,38,160,39,160,"2017-01-31 10:09:18"
66577,30,551,158,550,159,"2017-01-31 10:09:18"
66578,12,240,35,240,36,"2017-01-31 10:09:18"
66579,23,300,772,300,771,"2017-01-31 10:09:19"
66580,31,552,240,551,240,"2017-01-31 10:09:19"
66581,2,60,772,60,771,"2017-01-31 10:09:19"
66582,20,120,772,120,771,"2017-01-31 10:09:19"
66583,21,180,772,180,771,"2017-01-31 10:09:19"
66584,34,560,490,559,491,"2017-01-31 10:09:19"
66585,4,33,89,34,89,"2017-01-31 10:09:19"
66586,42,34,325,35,325,"2017-01-31 10:09:19"
66587,22,247,774,247,773,"2017-01-31 10:09:19"
66588,47,35,722,35,723,"2017-01-31 10:09:20"
66589,45,35,561,36,561,"2017-01-31 10:09:20"
66590,33,567,410,567,411,"2017-01-31 10:09:20"
66591,32,551,320,550,320,"2017-01-31 10:09:20"
66592,11,180,32,180,33,"2017-01-31 10:09:20"
66593,14,360,33,360,34,"2017-01-31 10:09:20"
66594,28,6,766,6,765,"2017-01-31 10:09:20"
66595,24,360,765,360,764,"2017-01-31 10:09:21"
66596,18,19,38,19,39,"2017-01-31 10:09:21"
66597,16,480,39,480,40,"2017-01-31 10:09:21"
66598,44,33,493,34,493,"2017-01-31 10:09:21"
66599,37,565,733,564,734,"2017-01-31 10:09:21"
66600,25,420,769,420,768,"2017-01-31 10:09:21"
66601,43,37,400,38,400,"2017-01-31 10:09:21"
66602,40,39,160,40,160,"2017-01-31 10:09:21"
66603,30,550,159,549,160,"2017-01-31 10:09:22"
66604,12,240,36,240,37,"2017-01-31 10:09:22"
66605,23,300,771,300,770,"2017-01-31 10:09:22"
66606,31,551,240,550,240,"2017-01-31 10:09:22"
66607,2,60,771,60,770,"2017-01-31 10:09:22"
66608,20,120,771,120,770,"2017-01-31 10:09:22"
66609,21,180,771,180,770,"2017-01-31 10:09:22"
66610,34,559,491,559,492,"2017-01-31 10:09:22"
66611,4,34,89,35,89,"2017-01-31 10:09:22"
66612,42,35,325,36,325,"2017-01-31 10:09:23"
66613,22,247,773,247,772,"2017-01-31 10:09:23"
66614,47,35,723,36,724,"2017-01-31 10:09:23"
66615,45,36,561,37,561,"2017-01-31 10:09:23"
66616,33,567,411,567,410,"2017-01-31 10:09:23"
66617,32,550,320,549,320,"2017-01-31 10:09:23"
66618,11,180,33,180,34,"2017-01-31 10:09:23"
66619,14,360,34,360,35,"2017-01-31 10:09:23"
66620,28,6,765,6,764,"2017-01-31 10:09:23"
66621,24,360,764,360,763,"2017-01-31 10:09:24"
66622,18,19,39,20,40,"2017-01-31 10:09:24"
66623,16,480,40,480,41,"2017-01-31 10:09:24"
66624,44,34,493,35,493,"2017-01-31 10:09:24"
66625,37,564,734,563,733,"2017-01-31 10:09:24"
66626,25,420,768,420,767,"2017-01-31 10:09:24"
66627,43,38,400,39,400,"2017-01-31 10:09:24"
66628,40,40,160,41,160,"2017-01-31 10:09:24"
66629,30,549,160,549,161,"2017-01-31 10:09:25"
66630,14,360,35,360,36,"2017-01-31 10:09:25"
66631,11,180,34,180,35,"2017-01-31 10:09:25"
66632,33,567,410,567,411,"2017-01-31 10:09:25"
66633,32,549,320,548,320,"2017-01-31 10:09:25"
66634,45,37,561,38,561,"2017-01-31 10:09:25"
66635,47,36,724,37,724,"2017-01-31 10:09:25"
66636,22,247,772,247,771,"2017-01-31 10:09:26"
66637,42,36,325,37,325,"2017-01-31 10:09:26"
66638,4,35,89,36,89,"2017-01-31 10:09:26"
66639,34,559,492,558,493,"2017-01-31 10:09:26"
66640,21,180,770,180,769,"2017-01-31 10:09:26"
66641,20,120,770,120,769,"2017-01-31 10:09:26"
66642,2,60,770,60,769,"2017-01-31 10:09:27"
66643,31,550,240,549,240,"2017-01-31 10:09:27"
66644,23,300,770,300,769,"2017-01-31 10:09:27"
66645,12,240,37,240,38,"2017-01-31 10:09:27"
66646,44,35,493,36,493,"2017-01-31 10:09:27"
66647,37,563,733,562,733,"2017-01-31 10:09:27"
66648,25,420,767,420,766,"2017-01-31 10:09:28"
66649,43,39,400,40,400,"2017-01-31 10:09:28"
66650,40,41,160,42,160,"2017-01-31 10:09:28"
66651,28,6,764,6,763,"2017-01-31 10:09:28"
66652,16,480,41,480,42,"2017-01-31 10:09:28"
66653,4,36,89,37,90,"2017-01-31 10:09:28"
66654,23,300,769,300,768,"2017-01-31 10:09:28"
66655,31,549,240,548,240,"2017-01-31 10:09:28"
66656,2,60,769,60,768,"2017-01-31 10:09:28"
66657,20,120,769,120,768,"2017-01-31 10:09:29"
66658,21,180,769,180,768,"2017-01-31 10:09:29"
66659,34,558,493,557,493,"2017-01-31 10:09:29"
66660,42,37,325,38,325,"2017-01-31 10:09:29"
66661,22,247,771,247,770,"2017-01-31 10:09:29"
66662,47,37,724,37,725,"2017-01-31 10:09:29"
66663,45,38,561,39,561,"2017-01-31 10:09:29"
66664,32,548,320,547,320,"2017-01-31 10:09:29"
66665,33,567,411,567,410,"2017-01-31 10:09:29"
66666,11,180,35,180,36,"2017-01-31 10:09:29"
66667,14,360,36,360,37,"2017-01-31 10:09:30"
66668,30,549,161,548,162,"2017-01-31 10:09:30"
66669,24,360,763,360,762,"2017-01-31 10:09:30"
66670,18,20,40,21,41,"2017-01-31 10:09:30"
66671,12,240,38,240,39,"2017-01-31 10:09:30"
66672,44,36,493,37,493,"2017-01-31 10:09:30"
66673,37,562,733,561,733,"2017-01-31 10:09:30"
66674,25,420,766,420,765,"2017-01-31 10:09:30"
66675,43,40,400,41,400,"2017-01-31 10:09:30"
66676,40,42,160,43,160,"2017-01-31 10:09:30"
66677,28,6,763,6,762,"2017-01-31 10:09:31"
66678,16,480,42,480,43,"2017-01-31 10:09:31"
66679,4,37,90,38,90,"2017-01-31 10:09:31"
66680,23,300,768,300,767,"2017-01-31 10:09:31"
66681,31,548,240,547,240,"2017-01-31 10:09:31"
66682,2,60,768,60,767,"2017-01-31 10:09:31"
66683,20,120,768,120,767,"2017-01-31 10:09:32"
66684,21,180,768,180,767,"2017-01-31 10:09:32"
66685,34,557,493,556,493,"2017-01-31 10:09:32"
66686,42,38,325,39,325,"2017-01-31 10:09:32"
66687,22,247,770,247,769,"2017-01-31 10:09:32"
66688,47,37,725,37,726,"2017-01-31 10:09:32"
66689,45,39,561,40,561,"2017-01-31 10:09:33"
66690,32,547,320,546,320,"2017-01-31 10:09:33"
66691,33,567,410,567,411,"2017-01-31 10:09:33"
66692,11,180,36,180,37,"2017-01-31 10:09:33"
66693,14,360,37,360,38,"2017-01-31 10:09:33"
66694,30,548,162,547,162,"2017-01-31 10:09:33"
66695,24,360,762,360,761,"2017-01-31 10:09:33"
66696,18,21,41,21,42,"2017-01-31 10:09:33"
66697,12,240,39,240,40,"2017-01-31 10:09:34"
66698,44,37,493,38,493,"2017-01-31 10:09:34"
66699,37,561,733,560,734,"2017-01-31 10:09:34"
66700,25,420,765,420,764,"2017-01-31 10:09:34"
66701,43,41,400,42,400,"2017-01-31 10:09:34"
66702,40,43,160,44,160,"2017-01-31 10:09:34"
66703,28,6,762,6,761,"2017-01-31 10:09:35"
66704,16,480,43,480,44,"2017-01-31 10:09:35"
66705,4,38,90,39,90,"2017-01-31 10:09:35"
66706,23,300,767,300,766,"2017-01-31 10:09:35"
66707,31,547,240,546,240,"2017-01-31 10:09:35"
66708,2,60,767,60,766,"2017-01-31 10:09:35"
66709,20,120,767,120,766,"2017-01-31 10:09:35"
66710,21,180,767,180,766,"2017-01-31 10:09:35"
66711,34,556,493,555,493,"2017-01-31 10:09:36"
66712,42,39,325,40,325,"2017-01-31 10:09:36"
66713,22,247,769,248,769,"2017-01-31 10:09:36"
66714,47,37,726,37,727,"2017-01-31 10:09:36"
66715,45,40,561,41,561,"2017-01-31 10:09:36"
66716,32,546,320,545,320,"2017-01-31 10:09:36"
66717,33,567,411,567,410,"2017-01-31 10:09:36"
66718,11,180,37,180,38,"2017-01-31 10:09:36"
66719,14,360,38,360,39,"2017-01-31 10:09:37"
66720,30,547,162,546,162,"2017-01-31 10:09:37"
66721,40,44,160,45,160,"2017-01-31 10:09:37"
66722,24,360,761,360,760,"2017-01-31 10:09:37"
66723,28,6,761,6,760,"2017-01-31 10:09:37"
66724,18,21,42,21,43,"2017-01-31 10:09:37"
66725,12,240,40,240,41,"2017-01-31 10:09:37"
66726,44,38,493,39,493,"2017-01-31 10:09:37"
66727,37,560,734,559,733,"2017-01-31 10:09:38"
66728,25,420,764,420,763,"2017-01-31 10:09:38"
66729,43,42,400,43,400,"2017-01-31 10:09:38"
66730,14,360,39,360,40,"2017-01-31 10:09:38"
66731,30,546,162,545,162,"2017-01-31 10:09:38"
66732,23,300,766,300,765,"2017-01-31 10:09:38"
66733,16,480,44,480,45,"2017-01-31 10:09:38"
66734,4,39,90,40,90,"2017-01-31 10:09:38"
66735,31,546,240,545,240,"2017-01-31 10:09:39"
66736,2,60,766,60,765,"2017-01-31 10:09:39"
66737,20,120,766,120,765,"2017-01-31 10:09:39"
66738,21,180,766,180,765,"2017-01-31 10:09:39"
66739,34,555,493,554,493,"2017-01-31 10:09:39"
66740,42,40,325,41,325,"2017-01-31 10:09:39"
66741,47,37,727,37,728,"2017-01-31 10:09:39"
66742,22,248,769,249,769,"2017-01-31 10:09:39"
66743,45,41,561,42,561,"2017-01-31 10:09:39"
66744,32,545,320,544,320,"2017-01-31 10:09:40"
66745,33,567,410,567,411,"2017-01-31 10:09:40"
66746,11,180,38,180,39,"2017-01-31 10:09:40"
66747,40,45,160,46,160,"2017-01-31 10:09:40"
66748,24,360,760,360,759,"2017-01-31 10:09:40"
66749,28,6,760,6,759,"2017-01-31 10:09:40"
66750,18,21,43,21,44,"2017-01-31 10:09:40"
66751,12,240,41,240,42,"2017-01-31 10:09:40"
66752,44,39,493,40,493,"2017-01-31 10:09:40"
66753,37,559,733,558,733,"2017-01-31 10:09:41"
66754,25,420,763,420,762,"2017-01-31 10:09:41"
66755,43,43,400,44,400,"2017-01-31 10:09:41"
66756,14,360,40,360,41,"2017-01-31 10:09:41"
66757,30,545,162,544,162,"2017-01-31 10:09:41"
66758,23,300,765,300,764,"2017-01-31 10:09:41"
66759,16,480,45,480,46,"2017-01-31 10:09:41"
66760,4,40,90,41,90,"2017-01-31 10:09:41"
66761,24,360,759,360,758,"2017-01-31 10:09:41"
66762,40,46,160,47,160,"2017-01-31 10:09:42"
66763,11,180,39,180,40,"2017-01-31 10:09:42"
66764,33,567,411,567,410,"2017-01-31 10:09:42"
66765,32,544,320,543,320,"2017-01-31 10:09:42"
66766,45,42,561,43,561,"2017-01-31 10:09:42"
66767,22,249,769,250,769,"2017-01-31 10:09:42"
66768,47,37,728,37,727,"2017-01-31 10:09:42"
66769,42,41,325,42,325,"2017-01-31 10:09:42"
66770,34,554,493,553,493,"2017-01-31 10:09:43"
66771,21,180,765,180,764,"2017-01-31 10:09:43"
66772,20,120,765,120,764,"2017-01-31 10:09:43"
66773,2,60,765,60,764,"2017-01-31 10:09:43"
66774,31,545,240,544,240,"2017-01-31 10:09:43"
66775,28,6,759,6,758,"2017-01-31 10:09:43"
66776,16,480,46,480,47,"2017-01-31 10:09:43"
66777,23,300,764,300,763,"2017-01-31 10:09:44"
66778,30,544,162,543,162,"2017-01-31 10:09:44"
66779,14,360,41,360,42,"2017-01-31 10:09:44"
66780,43,44,400,45,400,"2017-01-31 10:09:44"
66781,25,420,762,420,761,"2017-01-31 10:09:44"
66782,37,558,733,557,733,"2017-01-31 10:09:44"
66783,44,40,493,41,493,"2017-01-31 10:09:44"
66784,12,240,42,240,43,"2017-01-31 10:09:44"
66785,18,21,44,22,44,"2017-01-31 10:09:45"
66786,4,41,90,42,90,"2017-01-31 10:09:45"
66787,24,360,758,360,757,"2017-01-31 10:09:45"
66788,40,47,160,48,160,"2017-01-31 10:09:45"
66789,11,180,40,180,41,"2017-01-31 10:09:45"
66790,33,567,410,567,411,"2017-01-31 10:09:45"
66791,32,543,320,542,320,"2017-01-31 10:09:45"
66792,45,43,561,44,561,"2017-01-31 10:09:45"
66793,22,250,769,251,768,"2017-01-31 10:09:45"
66794,47,37,727,37,728,"2017-01-31 10:09:45"
66795,42,42,325,43,325,"2017-01-31 10:09:46"
66796,34,553,493,552,493,"2017-01-31 10:09:46"
66797,21,180,764,180,763,"2017-01-31 10:09:46"
66798,20,120,764,120,763,"2017-01-31 10:09:46"
66799,2,60,764,60,763,"2017-01-31 10:09:46"
66800,31,544,240,543,240,"2017-01-31 10:09:46"
66801,28,6,758,6,757,"2017-01-31 10:09:46"
66802,16,480,47,480,48,"2017-01-31 10:09:46"
66803,18,22,44,23,44,"2017-01-31 10:09:47"
66804,12,240,43,240,44,"2017-01-31 10:09:47"
66805,44,41,493,42,493,"2017-01-31 10:09:47"
66806,37,557,733,556,733,"2017-01-31 10:09:47"
66807,25,420,761,420,760,"2017-01-31 10:09:47"
66808,43,45,400,46,400,"2017-01-31 10:09:47"
66809,14,360,42,360,43,"2017-01-31 10:09:47"
66810,30,543,162,542,162,"2017-01-31 10:09:47"
66811,23,300,763,300,762,"2017-01-31 10:09:48"
66812,4,42,90,43,89,"2017-01-31 10:09:48"
66813,28,6,757,6,756,"2017-01-31 10:09:48"
66814,31,543,240,542,240,"2017-01-31 10:09:48"
66815,2,60,763,60,762,"2017-01-31 10:09:48"
66816,16,480,48,480,49,"2017-01-31 10:09:48"
66817,24,360,757,360,756,"2017-01-31 10:09:48"
66818,40,48,160,49,160,"2017-01-31 10:09:49"
66819,11,180,41,180,42,"2017-01-31 10:09:49"
66820,33,567,411,567,410,"2017-01-31 10:09:49"
66821,32,542,320,541,320,"2017-01-31 10:09:49"
66822,45,44,561,45,561,"2017-01-31 10:09:49"
66823,22,251,768,251,767,"2017-01-31 10:09:49"
66824,47,37,728,37,727,"2017-01-31 10:09:49"
66825,42,43,325,44,325,"2017-01-31 10:09:49"
66826,34,552,493,551,492,"2017-01-31 10:09:50"
66827,21,180,763,180,762,"2017-01-31 10:09:50"
66828,20,120,763,120,762,"2017-01-31 10:09:50"
66829,18,23,44,24,45,"2017-01-31 10:09:50"
66830,31,542,240,541,240,"2017-01-31 10:09:50"
66831,28,6,756,6,755,"2017-01-31 10:09:50"
66832,12,240,44,240,45,"2017-01-31 10:09:50"
66833,44,42,493,43,493,"2017-01-31 10:09:51"
66834,37,556,733,555,733,"2017-01-31 10:09:51"
66835,25,420,760,420,759,"2017-01-31 10:09:51"
66836,43,46,400,47,400,"2017-01-31 10:09:51"
66837,14,360,43,360,44,"2017-01-31 10:09:51"
66838,30,542,162,541,162,"2017-01-31 10:09:51"
66839,23,300,762,300,761,"2017-01-31 10:09:52"
66840,40,49,160,50,160,"2017-01-31 10:09:52"
66841,24,360,756,360,755,"2017-01-31 10:09:52"
66842,4,43,89,44,90,"2017-01-31 10:09:52"
66843,2,60,762,60,761,"2017-01-31 10:09:52"
66844,31,541,240,540,240,"2017-01-31 10:09:52"
66845,18,24,45,24,46,"2017-01-31 10:09:52"
66846,20,120,762,120,761,"2017-01-31 10:09:52"
66847,21,180,762,180,761,"2017-01-31 10:09:53"
66848,34,551,492,550,492,"2017-01-31 10:09:53"
66849,28,6,755,6,754,"2017-01-31 10:09:53"
66850,18,24,46,24,47,"2017-01-31 10:09:53"
66851,21,180,761,180,760,"2017-01-31 10:09:53"
66852,20,120,761,120,760,"2017-01-31 10:09:53"
66853,12,240,45,240,46,"2017-01-31 10:09:53"
66854,42,44,325,45,325,"2017-01-31 10:09:54"
66855,47,37,727,37,728,"2017-01-31 10:09:54"
66856,22,251,767,251,766,"2017-01-31 10:09:54"
66857,45,45,561,46,561,"2017-01-31 10:09:54"
66858,32,541,320,540,320,"2017-01-31 10:09:54"
66859,33,567,410,567,411,"2017-01-31 10:09:54"
66860,11,180,42,180,43,"2017-01-31 10:09:54"
66861,30,541,162,540,162,"2017-01-31 10:09:55"
66862,23,300,761,300,760,"2017-01-31 10:09:55"
66863,16,480,49,480,50,"2017-01-31 10:09:55"
66864,4,44,90,45,90,"2017-01-31 10:09:55"
66865,24,360,755,360,754,"2017-01-31 10:09:55"
66866,40,50,160,51,160,"2017-01-31 10:09:55"
66867,14,360,44,360,45,"2017-01-31 10:09:55"
66868,43,47,400,48,400,"2017-01-31 10:09:55"
66869,25,420,759,420,758,"2017-01-31 10:09:56"
66870,37,555,733,554,733,"2017-01-31 10:09:56"
66871,44,43,493,44,493,"2017-01-31 10:09:56"
66872,42,45,325,46,325,"2017-01-31 10:09:56"
66873,47,37,728,37,727,"2017-01-31 10:09:56"
66874,22,251,766,251,765,"2017-01-31 10:09:56"
66875,45,46,561,47,561,"2017-01-31 10:09:56"
66876,32,540,320,539,320,"2017-01-31 10:09:56"
66877,33,567,411,567,410,"2017-01-31 10:09:56"
66878,11,180,43,180,44,"2017-01-31 10:09:57"
66879,30,540,162,539,162,"2017-01-31 10:09:57"
66880,23,300,760,300,759,"2017-01-31 10:09:57"
66881,2,60,761,60,760,"2017-01-31 10:09:57"
66882,31,540,240,539,240,"2017-01-31 10:09:57"
66883,34,550,492,549,492,"2017-01-31 10:09:57"
66884,12,240,46,240,47,"2017-01-31 10:09:57"
66885,25,420,758,420,757,"2017-01-31 10:09:57"
66886,37,554,733,553,733,"2017-01-31 10:09:57"
66887,43,48,400,49,400,"2017-01-31 10:09:58"
66888,14,360,45,360,46,"2017-01-31 10:09:58"
66889,40,51,160,52,160,"2017-01-31 10:09:58"
66890,24,360,754,360,753,"2017-01-31 10:09:58"
66891,4,45,90,46,90,"2017-01-31 10:09:58"
66892,16,480,50,480,51,"2017-01-31 10:09:58"
66893,23,300,759,300,758,"2017-01-31 10:09:58"
66894,30,539,162,538,162,"2017-01-31 10:09:59"
66895,11,180,44,180,45,"2017-01-31 10:09:59"
66896,33,567,410,567,411,"2017-01-31 10:09:59"
66897,32,539,320,538,320,"2017-01-31 10:09:59"
66898,45,47,561,48,561,"2017-01-31 10:09:59"
66899,22,251,765,251,764,"2017-01-31 10:09:59"
66900,47,37,727,37,728,"2017-01-31 10:09:59"
66901,42,46,325,47,325,"2017-01-31 10:10:00"
66902,44,44,493,45,493,"2017-01-31 10:10:00"
66903,20,120,760,120,759,"2017-01-31 10:10:00"
66904,21,180,760,180,759,"2017-01-31 10:10:00"
66905,18,24,47,23,48,"2017-01-31 10:10:00"
66906,28,6,754,6,753,"2017-01-31 10:10:01"
66907,12,240,47,240,48,"2017-01-31 10:10:01"
66908,20,120,759,120,758,"2017-01-31 10:10:01"
66909,21,180,759,180,758,"2017-01-31 10:10:01"
66910,18,23,48,22,49,"2017-01-31 10:10:01"
66911,34,549,492,548,492,"2017-01-31 10:10:02"
66912,28,6,753,6,752,"2017-01-31 10:10:02"
66913,44,45,493,46,493,"2017-01-31 10:10:02"
66914,12,240,48,240,49,"2017-01-31 10:10:02"
66915,20,120,758,120,757,"2017-01-31 10:10:02"
66916,21,180,758,180,757,"2017-01-31 10:10:02"
66917,18,22,49,22,50,"2017-01-31 10:10:03"
66918,31,539,240,538,240,"2017-01-31 10:10:03"
66919,2,60,760,60,759,"2017-01-31 10:10:03"
66920,34,548,492,547,492,"2017-01-31 10:10:03"
66921,28,6,752,6,751,"2017-01-31 10:10:04"
66922,42,47,325,48,325,"2017-01-31 10:10:04"
66923,25,420,757,420,756,"2017-01-31 10:10:04"
66924,37,553,733,552,733,"2017-01-31 10:10:04"
66925,43,49,400,50,400,"2017-01-31 10:10:04"
66926,14,360,46,360,47,"2017-01-31 10:10:05"
66927,11,180,45,180,46,"2017-01-31 10:10:05"
66928,33,567,411,567,410,"2017-01-31 10:10:05"
66929,32,538,320,537,320,"2017-01-31 10:10:05"
66930,45,48,561,49,561,"2017-01-31 10:10:06"
66931,22,251,764,251,763,"2017-01-31 10:10:06"
66932,25,420,756,420,755,"2017-01-31 10:10:06"
66933,37,552,733,551,733,"2017-01-31 10:10:06"
66934,43,50,400,51,400,"2017-01-31 10:10:06"
66935,30,538,162,537,162,"2017-01-31 10:10:07"
66936,14,360,47,360,48,"2017-01-31 10:10:07"
66937,11,180,46,180,47,"2017-01-31 10:10:07"
66938,33,567,410,567,411,"2017-01-31 10:10:07"
66939,32,537,320,536,320,"2017-01-31 10:10:07"
66940,45,49,561,50,561,"2017-01-31 10:10:07"
66941,42,48,325,49,325,"2017-01-31 10:10:07"
66942,47,37,728,37,727,"2017-01-31 10:10:08"
66943,44,46,493,47,493,"2017-01-31 10:10:08"
66944,12,240,49,240,50,"2017-01-31 10:10:08"
66945,20,120,757,120,756,"2017-01-31 10:10:08"
66946,21,180,757,180,756,"2017-01-31 10:10:08"
66947,18,22,50,22,51,"2017-01-31 10:10:08"
66948,31,538,240,537,240,"2017-01-31 10:10:09"
66949,16,480,51,480,52,"2017-01-31 10:10:09"
66950,4,46,90,47,90,"2017-01-31 10:10:09"
66951,24,360,753,360,752,"2017-01-31 10:10:09"
66952,40,52,160,53,160,"2017-01-31 10:10:09"
66953,23,300,758,300,757,"2017-01-31 10:10:09"
66954,43,51,400,52,400,"2017-01-31 10:10:09"
66955,37,551,733,550,733,"2017-01-31 10:10:09"
66956,25,420,755,420,754,"2017-01-31 10:10:09"
66957,22,251,763,251,762,"2017-01-31 10:10:10"
66958,28,6,751,6,750,"2017-01-31 10:10:10"
66959,34,547,492,546,491,"2017-01-31 10:10:10"
66960,2,60,759,60,758,"2017-01-31 10:10:10"
66961,44,47,493,48,493,"2017-01-31 10:10:10"
66962,12,240,50,240,51,"2017-01-31 10:10:10"
66963,20,120,756,120,755,"2017-01-31 10:10:10"
66964,21,180,756,180,755,"2017-01-31 10:10:11"
66965,18,22,51,22,52,"2017-01-31 10:10:11"
66966,31,537,240,536,240,"2017-01-31 10:10:11"
66967,16,480,52,480,53,"2017-01-31 10:10:11"
66968,4,47,90,48,90,"2017-01-31 10:10:11"
66969,40,53,160,54,160,"2017-01-31 10:10:11"
66970,24,360,752,360,751,"2017-01-31 10:10:12"
66971,23,300,757,300,756,"2017-01-31 10:10:12"
66972,43,52,400,53,400,"2017-01-31 10:10:12"
66973,37,550,733,549,733,"2017-01-31 10:10:12"
66974,25,420,754,420,753,"2017-01-31 10:10:12"
66975,22,251,762,252,761,"2017-01-31 10:10:13"
66976,28,6,750,6,749,"2017-01-31 10:10:13"
66977,34,546,491,545,491,"2017-01-31 10:10:13"
66978,2,60,758,60,757,"2017-01-31 10:10:13"
66979,44,48,493,49,493,"2017-01-31 10:10:13"
66980,12,240,51,240,52,"2017-01-31 10:10:14"
66981,20,120,755,120,754,"2017-01-31 10:10:14"
66982,21,180,755,180,754,"2017-01-31 10:10:14"
66983,18,22,52,22,53,"2017-01-31 10:10:14"
66984,31,536,240,535,240,"2017-01-31 10:10:14"
66985,16,480,53,480,54,"2017-01-31 10:10:14"
66986,4,48,90,49,90,"2017-01-31 10:10:15"
